id,kanun,madde,probe,iddia,gold,kaynak_alinti,degisiklik_notu,uretim_sablonu,durum
310,TBDY,2.1.2,P5_capraz,"TBDY 2018'in 14.5.1 numaralı bendine göre deprem Yer Hareketi Düzeyi-1 (DD-1) DD-1 Deprem Yer Hareketi , spektral büyüklüklerin 50 yılda aşılma olasılığının %2 ve buna karşı gelen tekrarlanma periyodunun 2475 yıl olduğu çok seyrek deprem yer hareketini nitelemektedir.",YANLIS,"Deprem Yer Hareketi Düzeyi-1 (DD-1) DD-1 Deprem Yer Hareketi , spektral büyüklüklerin 50 yılda aşılma olasılığının %2 ve buna karşı gelen tekrarlanma periyodunun 2475 yıl olduğu çok seyrek deprem yer hareketini nitelemek",,P5_maddeshift(2.1.2→14.5.1),ONAY_BEKLIYOR
311,TBDY,15.2.5.3,P1_dogrudan,"TBDY 2018'e göre malzeme Özellikleri: Kolonlardan veya perdelerden TS EN 12504- 1’de belirtilen koşullara uygun şekilde zemin katta üç, diğer katlarda iki adetten az olmamak üzere ve binada 310 toplam dokuz adetten az olmamak üzere, her 400 m2’den bir adet beton örneği alınarak deney yapılacaktır.",DOGRU,"Malzeme Özellikleri: Kolonlardan veya perdelerden TS EN 12504- 1’de belirtilen koşullara uygun şekilde zemin katta üç, diğer katlarda iki adetten az olmamak üzere ve binada 310 toplam dokuz adetten az olmamak üzere, her ",,P1_verbatim,ONAY_BEKLIYOR
312,TBDY,16.5.1.1,P5_capraz,"TBDY 2018'in 17.4.1.1 numaralı bendine göre sahaya özel zemin davranış analizleri , taban kayasında tanımlanan deprem yer hareketinin zemin tabakaları boyunca değişimini ve zemin yüzeyindeki deprem yer hareketini belirlemek üzere yapılır.",YANLIS,"Sahaya özel zemin davranış analizleri , taban kayasında tanımlanan deprem yer hareketinin zemin tabakaları boyunca değişimini ve zemin yüzeyindeki deprem yer hareketini belirlemek üzere yapılır.",,P5_maddeshift(16.5.1.1→17.4.1.1),ONAY_BEKLIYOR
313,TBDY,17.4.2.2,P5_capraz,TBDY 2018'in 9.8.9.1 numaralı bendine göre uzun kenar / kısa kenar oranının ara de ğerleri için enine donatı oranı alt sınırının doğrusal olarak değiştiği kabul edilebilir.,YANLIS,Uzun kenar / kısa kenar oranının ara de ğerleri için enine donatı oranı alt sınırının doğrusal olarak değiştiği kabul edilebilir.,,P5_maddeshift(17.4.2.2→9.8.9.1),ONAY_BEKLIYOR
314,YDUY,9,P5_capraz,"Yapı Denetimi Uygulama Yönetmeliği'nin 30. maddesine göre şantiye şefinin herhangi bir sebepten dolayı yapı ile ilişiğinin kesilmesi hâlinde, bu durum yapı müteahhidi tarafından, en geç üç iş günü içinde yapı denetim kuruluşuna bildirilir.",YANLIS,"Şantiye şefinin herhangi bir sebepten dolayı yapı ile ilişiğinin kesilmesi hâlinde, bu durum yapı müteahhidi tarafından, en geç üç iş günü içinde yapı denetim kuruluşuna bildirilir.",,P5_maddeshift(9→30),ONAY_BEKLIYOR
315,TBDY,15.2.4.2,P1_dogrudan,TBDY 2018'e göre eleman Detayları: Betonarme elemanlardaki donatı miktarı ve detaylarının binanın yapıldığı tarihteki minimum donatı koşullarını sağladığı varsayılır.,DOGRU,Eleman Detayları: Betonarme elemanlardaki donatı miktarı ve detaylarının binanın yapıldığı tarihteki minimum donatı koşullarını sağladığı varsayılır.,,P1_verbatim,ONAY_BEKLIYOR
316,3194,9,P6_guncellik,"3194 sayılı Kanun'un 9. maddesi, ilk yayımlandığı 1985 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"Bakanlık gerekli görülen hallerde, kamu yapıları ve enerji tesisleriyle ilgili alt yapı, üst yapı ve iletim hatlarına ilişkin imar planı ve değişikliklerinin, umumi hayata müessir afetler dolayısıyla ",değişiklik: 2005,P6_degismedi,ONAY_BEKLIYOR
317,TBDY,11.2.5,P2_sayisal,TBDY 2018'e göre duvar ve döşeme panellerinde Gazbeton 10 sınıfından daha düşük bir gazbeton kalitesi kullanılmayacaktır.,YANLIS,Duvar ve döşeme panellerinde Gazbeton 5 sınıfından daha düşük bir gazbeton kalitesi kullanılmayacaktır.,,P2_swap(5→10),ONAY_BEKLIYOR
318,TBDY,2.2.1,P2_sayisal,"TBDY 2018'e göre sonl uzemin modelinin dış çevresi boyunca ve ZA veya ZB olarak sınıflandırılamayan mühendislik 732 taban kayası’nda, zemin ortamından dışa doğru yayılan dalgaların içeriye yansımasını önlemek için uygun olarak seçilmiş geçirgen sınırlar kullanılacaktır.",YANLIS,"Sonl uzemin modelinin dış çevresi boyunca ve ZA veya ZB olarak sınıflandırılamayan mühendislik 366 taban kayası’nda, zemin ortamından dışa doğru yayılan dalgaların içeriye yansımasını önlemek için uygun olarak seçilmiş g",,P2_swap(366→732),ONAY_BEKLIYOR
319,YDUY,26,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 26. maddesinde 2025 yılında değişiklik yapılmıştır.,DOGRU,"(Başlığı ile Birlikte Değişik:RG-29/12/2018-30640) (4) (1) Yapı denetimi hizmet bedeli, hizmet bedeline esas yapı yaklaşık maliyeti ile hizmet bedeline esas oranın çarpımı suretiyle elde edilen bedeld",değişiklik: 2025,P6_yil,ONAY_BEKLIYOR
320,6331,9,P5_capraz,"4708 sayılı Kanun'a göre işyeri tehlike sınıflarının tespitinde, o işyerinde yapılan asıl iş dikkate alınır.",YANLIS,"İşyeri tehlike sınıflarının tespitinde, o işyerinde yapılan asıl iş dikkate alınır.",,P5_lawshuffle(6331→4708),ONAY_BEKLIYOR
321,YDUY,23,P2_sayisal,"Yapı Denetimi Uygulama Yönetmeliği'ne göre yapı denetim kuruluşunca, iş bitirme tutanağının ilgili idareye verilmesini müteakiben, ilgili idare tarafından yapı, ruhsat ve ekleri açısından kontrol edilerek en geç on üç iş günü içinde iş bitirme tutanağı onaylanır.",YANLIS,"Yapı denetim kuruluşunca, iş bitirme tutanağının ilgili idareye verilmesini müteakiben, ilgili idare tarafından yapı, ruhsat ve ekleri açısından kontrol edilerek en geç on beş iş günü içinde iş bitirme tutanağı onaylanır",,P2_swap(beş→üç),ONAY_BEKLIYOR
322,TBDY,0,P4_uydurma,TBDY 2018'e göre her yeni binada 'Yıllık Deprem Dayanım Etiketi' bulundurulması zorunludur.,YANLIS,uydurma TBDY şartı,,P4_tbdy,ONAY_BEKLIYOR
323,TBDY,16.11.1,P1_dogrudan,TBDY 2018'e göre statik su basıncı dışında tüm zemin basınçları düzgün yayılı olarak etki ettirilecektir.,DOGRU,Statik su basıncı dışında tüm zemin basınçları düzgün yayılı olarak etki ettirilecektir.,,P1_verbatim,ONAY_BEKLIYOR
324,3194,10,P5_capraz,4708 sayılı Kanun'a göre beş yıllık imar programlarının görüşülmesi sırasında ilgili yatırımcı kamu kuruluşlarının temsilcileri görüşleri esas alınmak üzere Meclis toplantısına katılır.,YANLIS,Beş yıllık imar programlarının görüşülmesi sırasında ilgili yatırımcı kamu kuruluşlarının temsilcileri görüşleri esas alınmak üzere Meclis toplantısına katılır.,,P5_lawshuffle(3194→4708),ONAY_BEKLIYOR
325,YDUY,21,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 21. maddesinde 2025 yılında değişiklik yapılmıştır.,DOGRU,"(1) (Değişik:RG-29/12/2018-30640) (4) Kanun kapsamına giren yapıların sahipleri, yapının uygulama projeleri bitirildikten sonra (Değişik ibare:RG-12/6/2025-32924) yapı denetimi hizmet sözleşmesi bedel",değişiklik: 2025,P6_yil,ONAY_BEKLIYOR
326,YDUY,26,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 26. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(Başlığı ile Birlikte Değişik:RG-29/12/2018-30640) (4) (1) Yapı denetimi hizmet bedeli, hizmet bedeline esas yapı yaklaşık maliyeti ile hizmet bedeline esas oranın çarpımı suretiyle elde edilen bedeld",değişiklik: 2025,P6_degismedi,ONAY_BEKLIYOR
327,YDUY,0,P3_anakronizm,Yapı Denetimi Uygulama Yönetmeliği 1998 yılında Resmî Gazete'de yayımlanmıştır.,YANLIS,yıl: 2008,,P3_yil,ONAY_BEKLIYOR
328,3194,8,P1_dogrudan,"3194 sayılı Kanun'a göre mevcut ise bölge planı ve çevre düzeni plan kararlarına uygunluğu sağlanarak, belediye sınırları içinde kalan yerlerin nazım ve uygulama imar planları ilgili belediyelerce yapılır veya yaptırılır.",DOGRU,"Mevcut ise bölge planı ve çevre düzeni plan kararlarına uygunluğu sağlanarak, belediye sınırları içinde kalan yerlerin nazım ve uygulama imar planları ilgili belediyelerce yapılır veya yaptırılır.",,P1_verbatim,ONAY_BEKLIYOR
329,6331,28,P1_dogrudan,"6331 sayılı Kanun'a göre işyerine, sarhoş veya uyuştur ucu madde almış olarak gelmek ve işyerinde alkollü içki veya uyuşturucu madde kullanmak yasaktır.",DOGRU,"İşyerine, sarhoş veya uyuştur ucu madde almış olarak gelmek ve işyerinde alkollü içki veya uyuşturucu madde kullanmak yasaktır.",,P1_verbatim,ONAY_BEKLIYOR
330,3194,32,P1_dogrudan,"3194 sayılı Kanun'a göre ruhsata aykırılık olan yapıda, bu aykırılığın giderilmiş olduğu veya ruhsat alındığı ve yapının bu ruhsata uygunluğu, inceleme sonunda anlaşılırsa, mühür, belediye veya valilikçe kaldırılır ve inşaatın devamına izin verilir.",DOGRU,"Ruhsata aykırılık olan yapıda, bu aykırılığın giderilmiş olduğu veya ruhsat alındığı ve yapının bu ruhsata uygunluğu, inceleme sonunda anlaşılırsa, mühür, belediye veya valilikçe kaldırılır ve inşaatın devamına izin veri",,P1_verbatim,ONAY_BEKLIYOR
331,TBDY,0,P4_uydurma,TBDY 2018'e göre her yeni binada 'Bina Salınım Sertifikası' bulundurulması zorunludur.,YANLIS,uydurma TBDY şartı,,P4_tbdy,ONAY_BEKLIYOR
332,ISGRISK,0,P4_uydurma,İSG Risk Değerlendirmesi Yönetmeliği'ne göre ilgililer 'Mevzuat Uyum Plakası' belgesini her yıl yenilemek zorundadır.,YANLIS,uydurma belge şablonu,,P4_belge,ONAY_BEKLIYOR
333,YDUY,5,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 5. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) Yapı denetim kuruluşu, Kanunun 2’nci maddesinde belirtilen görevleri, Kanun ile belirlenmiş süreler içinde, imar planına, fen, sanat ve sağlık kurallarına, standartlara, yürürlükteki mevzuata ve m",değişiklik: 2018,P6_degismedi,ONAY_BEKLIYOR
334,3194,28,P1_dogrudan,"3194 sayılı Kanun'un 28. maddesine göre ileri tasarım yöntemleri ve teknolojileri gerektiren özellik arz eden binaların projeleri, bu alanda Bakanlık tarafından çıkarılan yönetmelik çerçevesinde yeterli uzmanlığı haiz mühendislerin gözetiminde yapılır.",DOGRU,"İleri tasarım yöntemleri ve teknolojileri gerektiren özellik arz eden binaların projeleri, bu alanda Bakanlık tarafından çıkarılan yönetmelik çerçevesinde yeterli uzmanlığı haiz mühendislerin gözetiminde yapılır.",,P1_madde_atifli,ONAY_BEKLIYOR
335,TBDY,3.3.2.1,P1_dogrudan,TBDY 2018'e göre deprem etkisi altında tasarımda binalar yükseklikleri bakımından sekiz Bina Yükseklik Sınıfı’na (BYS) ayrılmıştır.,DOGRU,Deprem etkisi altında tasarımda binalar yükseklikleri bakımından sekiz Bina Yükseklik Sınıfı’na (BYS) ayrılmıştır.,,P1_verbatim,ONAY_BEKLIYOR
336,4708,8,P6_guncellik,"4708 sayılı Kanun'un 8. maddesi, ilk yayımlandığı 2001 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(Değişik: 4/4/2015-6645/32 md.) Yapı denetim kuruluşlarından bu Kanunda ve ilgili mevzuatta öngörülen esaslara göre denetim görevini yerine getirmedikleri tespit edilenlere, tespit edilen fiil ve hâll",değişiklik: 2026,P6_degismedi,ONAY_BEKLIYOR
337,6331,13,P5_capraz,"İSG Risk Değerlendirmesi Yönetmeliği'ne göre toplu sözleşme veya toplu iş sözleşmesi ile çalışan kamu personeli, bu maddeye göre çalışmadığı dönemde fiilen çalışmış sayılır.",YANLIS,"Toplu sözleşme veya toplu iş sözleşmesi ile çalışan kamu personeli, bu maddeye göre çalışmadığı dönemde fiilen çalışmış sayılır.",,P5_lawshuffle(6331→ISGRISK),ONAY_BEKLIYOR
338,TBDY,7.4.2.4,P1_dogrudan,TBDY 2018'e göre açıklık ve mesnetlerdeki çekme donatısı oranı TS 500’de verilen maksimum değerden ve %2’den fazla olmayacaktır.,DOGRU,Açıklık ve mesnetlerdeki çekme donatısı oranı TS 500’de verilen maksimum değerden ve %2’den fazla olmayacaktır.,,P1_verbatim,ONAY_BEKLIYOR
339,TBDY,4.5.3.2,P5_capraz,"TBDY 2018'in 9.12.3 numaralı bendine göre dikdörtgen betonarme perdeler, kesitteki uzunluğunun kalınlığına oranı en az 6 (altı) olarak tanımlanan taşıyıcı sistem elemanlarıdır.",YANLIS,"Dikdörtgen betonarme perdeler, kesitteki uzunluğunun kalınlığına oranı en az 6 (altı) olarak tanımlanan taşıyıcı sistem elemanlarıdır.",,P5_maddeshift(4.5.3.2→9.12.3),ONAY_BEKLIYOR
340,6331,9,P1_dogrudan,"6331 sayılı Kanun'un 9. maddesine göre işyeri tehlike sınıflarının tespitinde, o işyerinde yapılan asıl iş dikkate alınır.",DOGRU,"İşyeri tehlike sınıflarının tespitinde, o işyerinde yapılan asıl iş dikkate alınır.",,P1_madde_atifli,ONAY_BEKLIYOR
341,3194,0,P4_uydurma,3194 sayılı Kanun'a göre ilgililer 'Dijital Şantiye Kayıt Sertifikası' belgesini altı ayda bir onaylatmak zorundadır.,YANLIS,uydurma belge şablonu,,P4_belge,ONAY_BEKLIYOR
342,TBDY,9.12.6,P2_sayisal,TBDY 2018'e göre ankraj çubukları malzeme sinin kopma uzaması oranı %28 değerinden az olmayacaktır.,YANLIS,Ankraj çubukları malzeme sinin kopma uzaması oranı %14 değerinden az olmayacaktır.,,P2_swap(14→28),ONAY_BEKLIYOR
343,TBDY,15.2.5.3,P2_sayisal,"TBDY 2018'e göre malzeme Özellikleri: Kolonlardan veya perdelerden TS EN 12504- 2’de belirtilen koşullara uygun şekilde zemin katta üç, diğer katlarda iki adetten az olmamak üzere ve binada 310 toplam dokuz adetten az olmamak üzere, her 400 m2’den bir adet beton örneği alınarak deney yapılacaktır.",YANLIS,"Malzeme Özellikleri: Kolonlardan veya perdelerden TS EN 12504- 1’de belirtilen koşullara uygun şekilde zemin katta üç, diğer katlarda iki adetten az olmamak üzere ve binada 310 toplam dokuz adetten az olmamak üzere, her ",,P2_swap(1→2),ONAY_BEKLIYOR
344,TBDY,16.13.3,P1_dogrudan,"TBDY 2018'in 16.13.3 numaralı bendine göre şev içinde yer alan kazık veya ankraj benzeri yapısal elemanların tasarımında da, zemin dirençleri aynı şekilde dayanım katsayıları uygulanarak dikkate alınmalıdır.",DOGRU,"Şev içinde yer alan kazık veya ankraj benzeri yapısal elemanların tasarımında da, zemin dirençleri aynı şekilde dayanım katsayıları uygulanarak dikkate alınmalıdır.",,P1_madde_atifli,ONAY_BEKLIYOR
345,YDUY,19,P5_capraz,"Yapı Denetimi Uygulama Yönetmeliği'nin 2. maddesine göre merkez veya İl Yapı Denetim Komisyonu üyeliği yapanlar, bu üyelik sona erdikten sonraki iki yıl içinde, herhangi bir yapı denetim veya laboratuvar kuruluşunun ortağı olamaz.",YANLIS,"Merkez veya İl Yapı Denetim Komisyonu üyeliği yapanlar, bu üyelik sona erdikten sonraki iki yıl içinde, herhangi bir yapı denetim veya laboratuvar kuruluşunun ortağı olamaz.",,P5_maddeshift(19→2),ONAY_BEKLIYOR
346,YDUY,26,P5_capraz,"İSG Risk Değerlendirmesi Yönetmeliği'ne göre bir sonraki yıla devreden işlerin yapı denetimi hizmet bedeli, uygulama yılının birim maliyeti ile değerlendirilir.",YANLIS,"Bir sonraki yıla devreden işlerin yapı denetimi hizmet bedeli, uygulama yılının birim maliyeti ile değerlendirilir.",,P5_lawshuffle(YDUY→ISGRISK),ONAY_BEKLIYOR
347,YDUY,31,P5_capraz,"6331 sayılı Kanun'a göre bina kimlik sertifikasının bedelleri Bakanlıkça, her yıl 1 Mart tarihinden itibaren geçerli olmak üzere ilan edilir.",YANLIS,"Bina kimlik sertifikasının bedelleri Bakanlıkça, her yıl 1 Mart tarihinden itibaren geçerli olmak üzere ilan edilir.",,P5_lawshuffle(YDUY→6331),ONAY_BEKLIYOR
348,YDUY,19,P1_dogrudan,Yapı Denetimi Uygulama Yönetmeliği'ne göre kanunun 8 inci maddesinin birinci fıkrası uyarınca yeni iş almaktan men cezasının uygulanmasının gerektiğine karar verilmesi halinde Bakanlığa teklifte bulunulur.,DOGRU,Kanunun 8 inci maddesinin birinci fıkrası uyarınca yeni iş almaktan men cezasının uygulanmasının gerektiğine karar verilmesi halinde Bakanlığa teklifte bulunulur.,,P1_verbatim,ONAY_BEKLIYOR
349,3194,16,P2_sayisal,"3194 sayılı Kanun'a göre onaylama işlemi, müracaatın belediyelere veya valiliklere intikalinden itibaren en geç 60 gün içinde sonuçlandırılır ve tescil veya terkini için 15 gün içinde tapuya bildirilir.",YANLIS,"Onaylama işlemi, müracaatın belediyelere veya valiliklere intikalinden itibaren en geç 30 gün içinde sonuçlandırılır ve tescil veya terkini için 15 gün içinde tapuya bildirilir.",,P2_swap(30→60),ONAY_BEKLIYOR
350,TBDY,7.2.5.3,P5_capraz,TBDY 2018'in 2.3.3.2 numaralı bendine göre deprem etkisini karşılayacak betonarme elemanlarda; (a) TS EN 206’da verilen betonlardan C25 ila C80 beton sınıfları kullanılacaktır.,YANLIS,Deprem etkisini karşılayacak betonarme elemanlarda; (a) TS EN 206’da verilen betonlardan C25 ila C80 beton sınıfları kullanılacaktır.,,P5_maddeshift(7.2.5.3→2.3.3.2),ONAY_BEKLIYOR
351,TBDY,15.2.1.3,P5_capraz,TBDY 2018'in 16.7.3.3 numaralı bendine göre bilgi düzeyleri sırasıyla sınırlı ve kapsamlı olarak sınıflandırılacaktır.,YANLIS,Bilgi düzeyleri sırasıyla sınırlı ve kapsamlı olarak sınıflandırılacaktır.,,P5_maddeshift(15.2.1.3→16.7.3.3),ONAY_BEKLIYOR
352,YDUY,7,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 7. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) (Değişik:RG-14/4/2012-28264) Proje müellifi, yapı ruhsatına esas olan uygulama projelerini ve zemin etüdü raporları da dâhil olmak üzere her türlü etüde dayalı çalışmaları mevzuata uygun olarak ya",değişiklik: 2012,P6_degismedi,ONAY_BEKLIYOR
353,TBDY,7.1.3,P1_dogrudan,TBDY 2018'e göre beton sınıfı C80’den daha yüksek olan betonarme binalar bu yönetmeliğin kapsamı dışındadır.,DOGRU,Beton sınıfı C80’den daha yüksek olan betonarme binalar bu yönetmeliğin kapsamı dışındadır.,,P1_verbatim,ONAY_BEKLIYOR
354,TBDY,17.5.2.4,P5_capraz,"TBDY 2018'in 17.1.1 numaralı bendine göre kolon veya perdelerde düşey yüklerden dolayı oluşan eksenel kuvvetler, katlara etki eden sabit ve hareketli yayılı yük ( g + q) değerleri ve göz önüne alınan kolon veya perdenin taşıdığı tüm katlar boyunca biriken alan paylarının toplamı kullanılarak hesap lanabilir.",YANLIS,"Kolon veya perdelerde düşey yüklerden dolayı oluşan eksenel kuvvetler, katlara etki eden sabit ve hareketli yayılı yük ( g + q) değerleri ve göz önüne alınan kolon veya perdenin taşıdığı tüm katlar boyunca biriken alan p",,P5_maddeshift(17.5.2.4→17.1.1),ONAY_BEKLIYOR
355,TBDY,4.3.4.2,P5_capraz,TBDY 2018'in 5.3.2.6 numaralı bendine göre birbirine dik doğrultularda taşıyıcı sistemlerin süneklik düzeyleri ’nin aynı olması zorunludur.,YANLIS,Birbirine dik doğrultularda taşıyıcı sistemlerin süneklik düzeyleri ’nin aynı olması zorunludur.,,P5_maddeshift(4.3.4.2→5.3.2.6),ONAY_BEKLIYOR
356,YDUY,23,P1_dogrudan,"Yapı Denetimi Uygulama Yönetmeliği'nin 23. maddesine göre yapı denetim hizmet sözleşmesinin fesih işlemi noter ihbarnamesi ile karşı tarafa, ilgili idareye, ilgili Çevre, Şehircilik ve İklim Değişikliği İl Müdürlüğüne dağıtımlı olarak bildirilmek suretiyle yapılır.",DOGRU,"Yapı denetim hizmet sözleşmesinin fesih işlemi noter ihbarnamesi ile karşı tarafa, ilgili idareye, ilgili Çevre, Şehircilik ve İklim Değişikliği İl Müdürlüğüne dağıtımlı olarak bildirilmek suretiyle yapılır.",,P1_madde_atifli,ONAY_BEKLIYOR
357,TBDY,15.4.13,P5_capraz,"TBDY 2018'in 16.13.5 numaralı bendine göre betonarme elemanlarda kenetlenme veya bindirme boyunun yetersiz olması durumunda kesit kapasite momentinin hesabında ilgili donatının akma gerilmesi, kenetlenme veya bindirme boyundaki eksikliği oranında azaltılacaktır.",YANLIS,"Betonarme elemanlarda kenetlenme veya bindirme boyunun yetersiz olması durumunda kesit kapasite momentinin hesabında ilgili donatının akma gerilmesi, kenetlenme veya bindirme boyundaki eksikliği oranında azaltılacaktır.",,P5_maddeshift(15.4.13→16.13.5),ONAY_BEKLIYOR
